,date,team,opponent,venue,time,pf,pa,result
1674,2025-02-22,Portland Trail Blazers,Charlotte Hornets,Home,22:00,141,88,W
1675,2025-02-22,Utah Jazz,Houston Rockets,Home,21:30,124,115,W
1676,2025-02-23,Atlanta Hawks,Detroit Pistons,Home,18:00,143,148,L
1677,2025-02-23,Boston Celtics,New York Knicks,Home,13:00,118,105,W
1678,2025-02-23,Cleveland Cavaliers,Memphis Grizzlies,Home,19:00,129,123,W
1679,2025-02-23,Dallas Mavericks,Golden State Warriors,Away,15:30,102,126,L
1680,2025-02-23,Detroit Pistons,Atlanta Hawks,Away,18:00,148,143,W
1681,2025-02-23,Golden State Warriors,Dallas Mavericks,Home,15:30,126,102,W
1682,2025-02-23,Indiana Pacers,Los Angeles Clippers,Home,17:00,129,111,W
1683,2025-02-23,Los Angeles Clippers,Indiana Pacers,Away,17:00,111,129,L
1684,2025-02-23,Memphis Grizzlies,Cleveland Cavaliers,Away,19:00,123,129,L
1685,2025-02-23,Miami Heat,Milwaukee Bucks,Away,18:00,113,120,L
1686,2025-02-23,Milwaukee Bucks,Miami Heat,Home,18:00,120,113,W
1687,2025-02-23,Minnesota Timberwolves,Oklahoma City Thunder,Home,21:30,123,130,L
1688,2025-02-23,New Orleans Pelicans,San Antonio Spurs,Home,19:00,114,96,W
1689,2025-02-23,New York Knicks,Boston Celtics,Away,13:00,105,118,L
1690,2025-02-23,Oklahoma City Thunder,Minnesota Timberwolves,Away,21:30,130,123,W
1691,2025-02-23,Orlando Magic,Washington Wizards,Home,18:00,110,90,W
1692,2025-02-23,Phoenix Suns,Toronto Raptors,Away,18:00,109,127,L
1693,2025-02-23,San Antonio Spurs,New Orleans Pelicans,Away,19:00,96,114,L
1694,2025-02-23,Toronto Raptors,Phoenix Suns,Home,18:00,127,109,W
1695,2025-02-23,Washington Wizards,Orlando Magic,Away,18:00,90,110,L
1696,2025-02-24,Atlanta Hawks,Miami Heat,Home,19:30,98,86,W
1697,2025-02-24,Brooklyn Nets,Washington Wizards,Away,19:00,99,107,L
1698,2025-02-24,Charlotte Hornets,Sacramento Kings,Away,22:00,88,130,L
1699,2025-02-24,Chicago Bulls,Philadelphia 76ers,Away,19:00,142,110,W
1700,2025-02-24,Denver Nuggets,Indiana Pacers,Away,19:00,125,116,W
1701,2025-02-24,Detroit Pistons,Los Angeles Clippers,Home,19:00,106,97,W
1702,2025-02-24,Indiana Pacers,Denver Nuggets,Home,19:00,116,125,L
1703,2025-02-24,Los Angeles Clippers,Detroit Pistons,Away,19:00,97,106,L
1704,2025-02-24,Miami Heat,Atlanta Hawks,Away,19:30,86,98,L
1705,2025-02-24,Minnesota Timberwolves,Oklahoma City Thunder,Away,20:00,131,128,W
1706,2025-02-24,Oklahoma City Thunder,Minnesota Timberwolves,Home,20:00,128,131,L
1707,2025-02-24,Philadelphia 76ers,Chicago Bulls,Home,19:00,110,142,L
1708,2025-02-24,Portland Trail Blazers,Utah Jazz,Away,21:00,114,112,W
1709,2025-02-24,Sacramento Kings,Charlotte Hornets,Home,22:00,130,88,W
1710,2025-02-24,Utah Jazz,Portland Trail Blazers,Home,21:00,112,114,L
1711,2025-02-24,Washington Wizards,Brooklyn Nets,Home,19:00,107,99,W
1712,2025-02-25,Boston Celtics,Toronto Raptors,Away,19:00,111,101,W
1713,2025-02-25,Charlotte Hornets,Golden State Warriors,Away,22:00,92,128,L
1714,2025-02-25,Cleveland Cavaliers,Orlando Magic,Away,19:30,122,82,W
1715,2025-02-25,Dallas Mavericks,Los Angeles Lakers,Away,22:00,99,107,L
1716,2025-02-25,Golden State Warriors,Charlotte Hornets,Home,22:00,128,92,W
1717,2025-02-25,Houston Rockets,Milwaukee Bucks,Home,20:00,100,97,W
1718,2025-02-25,Los Angeles Lakers,Dallas Mavericks,Home,22:00,107,99,W
1719,2025-02-25,Memphis Grizzlies,Phoenix Suns,Home,20:00,151,148,W
1720,2025-02-25,Milwaukee Bucks,Houston Rockets,Away,20:00,97,100,L
1721,2025-02-25,New Orleans Pelicans,San Antonio Spurs,Home,20:00,109,103,W
1722,2025-02-25,Orlando Magic,Cleveland Cavaliers,Home,19:30,82,122,L
1723,2025-02-25,Phoenix Suns,Memphis Grizzlies,Away,20:00,148,151,L
1724,2025-02-25,San Antonio Spurs,New Orleans Pelicans,Away,20:00,103,109,L
1725,2025-02-25,Toronto Raptors,Boston Celtics,Home,19:00,101,111,L
1726,2025-02-26,Atlanta Hawks,Miami Heat,Away,19:30,109,131,L
1727,2025-02-26,Boston Celtics,Detroit Pistons,Away,19:00,97,117,L
1728,2025-02-26,Brooklyn Nets,Oklahoma City Thunder,Home,19:30,121,129,L
1729,2025-02-26,Chicago Bulls,Los Angeles Clippers,Home,20:00,117,122,L
1730,2025-02-26,Detroit Pistons,Boston Celtics,Home,19:00,117,97,W
1731,2025-02-26,Houston Rockets,San Antonio Spurs,Home,21:30,118,106,W
1732,2025-02-26,Indiana Pacers,Toronto Raptors,Home,19:00,111,91,W
1733,2025-02-26,Los Angeles Clippers,Chicago Bulls,Away,20:00,122,117,W
1734,2025-02-26,Miami Heat,Atlanta Hawks,Home,19:30,131,109,W
1735,2025-02-26,New York Knicks,Philadelphia 76ers,Home,19:00,110,105,W
1736,2025-02-26,Oklahoma City Thunder,Brooklyn Nets,Away,19:30,129,121,W
1737,2025-02-26,Philadelphia 76ers,New York Knicks,Away,19:00,105,110,L
1738,2025-02-26,Portland Trail Blazers,Washington Wizards,Away,19:00,129,121,W
1739,2025-02-26,Sacramento Kings,Utah Jazz,Away,21:00,118,101,W
1740,2025-02-26,San Antonio Spurs,Houston Rockets,Away,21:30,106,118,L
1741,2025-02-26,Toronto Raptors,Indiana Pacers,Away,19:00,91,111,L
1742,2025-02-26,Utah Jazz,Sacramento Kings,Home,21:00,101,118,L
1743,2025-02-26,Washington Wizards,Portland Trail Blazers,Home,19:00,121,129,L
1744,2025-02-27,Charlotte Hornets,Dallas Mavericks,Away,20:30,96,103,L
1745,2025-02-27,Dallas Mavericks,Charlotte Hornets,Home,20:30,103,96,W
1746,2025-02-27,Denver Nuggets,Milwaukee Bucks,Away,20:00,112,121,L
1747,2025-02-27,Golden State Warriors,Orlando Magic,Away,19:00,121,115,W
1748,2025-02-27,Los Angeles Lakers,Minnesota Timberwolves,Home,22:30,111,102,W
1749,2025-02-27,Milwaukee Bucks,Denver Nuggets,Home,20:00,121,112,W
1750,2025-02-27,Minnesota Timberwolves,Los Angeles Lakers,Away,22:30,102,111,L
1751,2025-02-27,New Orleans Pelicans,Phoenix Suns,Away,21:00,124,116,W
1752,2025-02-27,Orlando Magic,Golden State Warriors,Home,19:00,115,121,L
1753,2025-02-27,Phoenix Suns,New Orleans Pelicans,Home,21:00,116,124,L
1754,2025-02-28,Atlanta Hawks,Oklahoma City Thunder,Home,19:30,119,135,L
1755,2025-02-28,Boston Celtics,Cleveland Cavaliers,Home,19:30,116,123,L
1756,2025-02-28,Brooklyn Nets,Portland Trail Blazers,Home,19:30,102,121,L
1757,2025-02-28,Chicago Bulls,Toronto Raptors,Home,20:00,125,115,W
1758,2025-02-28,Cleveland Cavaliers,Boston Celtics,Away,19:30,123,116,W
1759,2025-02-28,Denver Nuggets,Detroit Pistons,Away,19:00,134,119,W
1760,2025-02-28,Detroit Pistons,Denver Nuggets,Home,19:00,119,134,L
1761,2025-02-28,Indiana Pacers,Miami Heat,Away,20:00,120,125,L
1762,2025-02-28,Los Angeles Clippers,Los Angeles Lakers,Away,22:00,102,106,L
1763,2025-02-28,Los Angeles Lakers,Los Angeles Clippers,Home,22:00,106,102,W
1764,2025-02-28,Memphis Grizzlies,New York Knicks,Home,20:00,113,114,L
1765,2025-02-28,Miami Heat,Indiana Pacers,Home,20:00,125,120,W
1766,2025-02-28,Minnesota Timberwolves,Utah Jazz,Away,21:30,116,117,L
1767,2025-02-28,New Orleans Pelicans,Phoenix Suns,Away,21:00,108,125,L
1768,2025-02-28,New York Knicks,Memphis Grizzlies,Away,20:00,114,113,W
1769,2025-02-28,Oklahoma City Thunder,Atlanta Hawks,Away,19:30,135,119,W
1770,2025-02-28,Phoenix Suns,New Orleans Pelicans,Home,21:00,125,108,W
1771,2025-02-28,Portland Trail Blazers,Brooklyn Nets,Away,19:30,121,102,W
1772,2025-02-28,Toronto Raptors,Chicago Bulls,Away,20:00,115,125,L
1773,2025-02-28,Utah Jazz,Minnesota Timberwolves,Home,21:30,117,116,W
1774,2025-03-01,Brooklyn Nets,Detroit Pistons,Away,19:00,94,115,L
1775,2025-03-01,Charlotte Hornets,Washington Wizards,Home,18:00,100,113,L
1776,2025-03-01,Dallas Mavericks,Milwaukee Bucks,Home,20:30,117,132,L
1777,2025-03-01,Detroit Pistons,Brooklyn Nets,Home,19:00,115,94,W
1778,2025-03-01,Golden State Warriors,Philadelphia 76ers,Away,20:30,119,126,L
1779,2025-03-01,Houston Rockets,Sacramento Kings,Home,20:00,103,113,L
1780,2025-03-01,Memphis Grizzlies,San Antonio Spurs,Home,20:00,128,130,L
1781,2025-03-01,Milwaukee Bucks,Dallas Mavericks,Away,20:30,132,117,W
1782,2025-03-01,Philadelphia 76ers,Golden State Warriors,Home,20:30,126,119,W
1783,2025-03-01,Sacramento Kings,Houston Rockets,Away,20:00,113,103,W
1784,2025-03-01,San Antonio Spurs,Memphis Grizzlies,Away,20:00,130,128,W
1785,2025-03-01,Washington Wizards,Charlotte Hornets,Away,18:00,113,100,W
1786,2025-03-02,Boston Celtics,Denver Nuggets,Home,13:00,110,103,W
1787,2025-03-02,Chicago Bulls,Indiana Pacers,Away,17:00,112,127,L
1788,2025-03-02,Cleveland Cavaliers,Portland Trail Blazers,Home,15:30,133,129,W
1789,2025-03-02,Denver Nuggets,Boston Celtics,Away,13:00,103,110,L
1790,2025-03-02,Indiana Pacers,Chicago Bulls,Home,17:00,127,112,W
1791,2025-03-02,Los Angeles Clippers,Los Angeles Lakers,Away,21:30,102,108,L
1792,2025-03-02,Los Angeles Lakers,Los Angeles Clippers,Home,21:30,108,102,W
1793,2025-03-02,Miami Heat,New York Knicks,Home,18:00,112,116,L
1794,2025-03-02,Minnesota Timberwolves,Phoenix Suns,Away,21:30,116,98,W
1795,2025-03-02,New Orleans Pelicans,Utah Jazz,Away,20:00,128,121,W
1796,2025-03-02,New York Knicks,Miami Heat,Away,18:00,116,112,W
1797,2025-03-02,Oklahoma City Thunder,San Antonio Spurs,Away,19:00,146,132,W
1798,2025-03-02,Orlando Magic,Toronto Raptors,Home,18:00,102,104,L
1799,2025-03-02,Phoenix Suns,Minnesota Timberwolves,Home,21:30,98,116,L
1800,2025-03-02,Portland Trail Blazers,Cleveland Cavaliers,Away,15:30,129,133,L
1801,2025-03-02,San Antonio Spurs,Oklahoma City Thunder,Home,19:00,132,146,L
1802,2025-03-02,Toronto Raptors,Orlando Magic,Away,18:00,104,102,W
1803,2025-03-02,Utah Jazz,New Orleans Pelicans,Home,20:00,121,128,L
1804,2025-03-03,Atlanta Hawks,Memphis Grizzlies,Away,20:00,132,130,W
1805,2025-03-03,Charlotte Hornets,Golden State Warriors,Home,19:00,101,119,L
1806,2025-03-03,Dallas Mavericks,Sacramento Kings,Home,20:30,98,122,L
1807,2025-03-03,Detroit Pistons,Utah Jazz,Away,21:00,134,106,W
1808,2025-03-03,Golden State Warriors,Charlotte Hornets,Away,19:00,119,101,W
1809,2025-03-03,Houston Rockets,Oklahoma City Thunder,Away,20:00,128,137,L
1810,2025-03-03,Memphis Grizzlies,Atlanta Hawks,Home,20:00,130,132,L
1811,2025-03-03,Miami Heat,Washington Wizards,Home,19:30,106,90,W
1812,2025-03-03,Oklahoma City Thunder,Houston Rockets,Home,20:00,137,128,W
1813,2025-03-03,Philadelphia 76ers,Portland Trail Blazers,Home,19:00,102,119,L
1814,2025-03-03,Portland Trail Blazers,Philadelphia 76ers,Away,19:00,119,102,W
1815,2025-03-03,Sacramento Kings,Dallas Mavericks,Away,20:30,122,98,W
1816,2025-03-03,Utah Jazz,Detroit Pistons,Home,21:00,106,134,L
1817,2025-03-03,Washington Wizards,Miami Heat,Away,19:30,90,106,L
1818,2025-03-04,Atlanta Hawks,Milwaukee Bucks,Home,19:30,121,127,L
1819,2025-03-04,Brooklyn Nets,San Antonio Spurs,Away,20:30,113,127,L
1820,2025-03-04,Chicago Bulls,Cleveland Cavaliers,Home,20:00,117,139,L
1821,2025-03-04,Cleveland Cavaliers,Chicago Bulls,Away,20:00,139,117,W
1822,2025-03-04,Golden State Warriors,New York Knicks,Away,19:30,114,102,W
1823,2025-03-04,Houston Rockets,Indiana Pacers,Away,19:00,102,115,L
1824,2025-03-04,Indiana Pacers,Houston Rockets,Home,19:00,115,102,W
1825,2025-03-04,Los Angeles Clippers,Phoenix Suns,Away,22:00,117,119,L
1826,2025-03-04,Los Angeles Lakers,New Orleans Pelicans,Home,22:30,136,115,W
1827,2025-03-04,Milwaukee Bucks,Atlanta Hawks,Away,19:30,127,121,W
1828,2025-03-04,Minnesota Timberwolves,Philadelphia 76ers,Home,20:00,126,112,W
1829,2025-03-04,New Orleans Pelicans,Los Angeles Lakers,Away,22:30,115,136,L
1830,2025-03-04,New York Knicks,Golden State Warriors,Home,19:30,102,114,L
1831,2025-03-04,Orlando Magic,Toronto Raptors,Home,19:00,113,114,L
1832,2025-03-04,Philadelphia 76ers,Minnesota Timberwolves,Away,20:00,112,126,L
1833,2025-03-04,Phoenix Suns,Los Angeles Clippers,Home,22:00,119,117,W
1834,2025-03-04,San Antonio Spurs,Brooklyn Nets,Home,20:30,127,113,W
1835,2025-03-04,Toronto Raptors,Orlando Magic,Away,19:00,114,113,W
1836,2025-03-05,Boston Celtics,Portland Trail Blazers,Home,19:00,128,118,W
1837,2025-03-05,Charlotte Hornets,Minnesota Timberwolves,Home,19:00,110,125,L
1838,2025-03-05,Cleveland Cavaliers,Miami Heat,Home,19:00,112,107,W
1839,2025-03-05,Dallas Mavericks,Milwaukee Bucks,Away,20:00,107,137,L
1840,2025-03-05,Denver Nuggets,Sacramento Kings,Home,21:00,116,110,W
1841,2025-03-05,Detroit Pistons,Los Angeles Clippers,Away,22:30,115,123,L
1842,2025-03-05,Los Angeles Clippers,Detroit Pistons,Home,22:30,123,115,W
1843,2025-03-05,Memphis Grizzlies,Oklahoma City Thunder,Home,21:30,103,120,L
1844,2025-03-05,Miami Heat,Cleveland Cavaliers,Away,19:00,107,112,L
1845,2025-03-05,Milwaukee Bucks,Dallas Mavericks,Home,20:00,137,107,W
1846,2025-03-05,Minnesota Timberwolves,Charlotte Hornets,Away,19:00,125,110,W
1847,2025-03-05,Oklahoma City Thunder,Memphis Grizzlies,Away,21:30,120,103,W
1848,2025-03-05,Portland Trail Blazers,Boston Celtics,Away,19:00,118,128,L
1849,2025-03-05,Sacramento Kings,Denver Nuggets,Away,21:00,110,116,L
1850,2025-03-05,Utah Jazz,Washington Wizards,Away,19:00,122,125,L
1851,2025-03-05,Washington Wizards,Utah Jazz,Home,19:00,125,122,W
1852,2025-03-06,Atlanta Hawks,Indiana Pacers,Home,19:30,124,118,W
1853,2025-03-06,Boston Celtics,Philadelphia 76ers,Home,19:30,123,105,W
1854,2025-03-06,Brooklyn Nets,Golden State Warriors,Home,19:30,119,121,L
1855,2025-03-06,Chicago Bulls,Orlando Magic,Away,19:00,125,123,W
1856,2025-03-06,Golden State Warriors,Brooklyn Nets,Away,19:30,121,119,W
1857,2025-03-06,Houston Rockets,New Orleans Pelicans,Away,20:00,109,97,W
1858,2025-03-06,Indiana Pacers,Atlanta Hawks,Away,19:30,118,124,L
1859,2025-03-06,Los Angeles Lakers,New York Knicks,Home,22:00,113,109,W
1860,2025-03-06,New Orleans Pelicans,Houston Rockets,Home,20:00,97,109,L
1861,2025-03-06,New York Knicks,Los Angeles Lakers,Away,22:00,109,113,L
1862,2025-03-06,Orlando Magic,Chicago Bulls,Home,19:00,123,125,L
1863,2025-03-06,Philadelphia 76ers,Boston Celtics,Away,19:30,105,123,L
1864,2025-03-07,Charlotte Hornets,Cleveland Cavaliers,Home,19:00,117,118,L
1865,2025-03-07,Cleveland Cavaliers,Charlotte Hornets,Away,19:00,118,117,W
1866,2025-03-07,Dallas Mavericks,Memphis Grizzlies,Home,19:30,111,122,L
1867,2025-03-07,Denver Nuggets,Phoenix Suns,Home,22:00,149,141,W
1868,2025-03-07,Los Angeles Clippers,New York Knicks,Home,22:30,105,95,W
1869,2025-03-07,Memphis Grizzlies,Dallas Mavericks,Away,19:30,122,111,W
1870,2025-03-07,Miami Heat,Minnesota Timberwolves,Home,20:00,104,106,L
1871,2025-03-07,Minnesota Timberwolves,Miami Heat,Away,20:00,106,104,W
1872,2025-03-07,New York Knicks,Los Angeles Clippers,Away,22:30,95,105,L
1873,2025-03-07,Oklahoma City Thunder,Portland Trail Blazers,Home,20:00,107,89,W
1874,2025-03-07,Phoenix Suns,Denver Nuggets,Away,22:00,141,149,L
1875,2025-03-07,Portland Trail Blazers,Oklahoma City Thunder,Away,20:00,89,107,L
1876,2025-03-07,Sacramento Kings,San Antonio Spurs,Home,22:00,127,109,W
1877,2025-03-07,San Antonio Spurs,Sacramento Kings,Away,22:00,109,127,L
1878,2025-03-07,Toronto Raptors,Utah Jazz,Home,19:30,118,109,W
1879,2025-03-07,Utah Jazz,Toronto Raptors,Away,19:30,109,118,L
1880,2025-03-08,Atlanta Hawks,Indiana Pacers,Home,19:30,120,118,W
1881,2025-03-08,Boston Celtics,Los Angeles Lakers,Home,20:30,111,101,W
1882,2025-03-08,Brooklyn Nets,Charlotte Hornets,Away,18:00,102,105,L
1883,2025-03-08,Charlotte Hornets,Brooklyn Nets,Home,18:00,105,102,W
1884,2025-03-08,Chicago Bulls,Miami Heat,Away,20:00,114,109,W
1885,2025-03-08,Detroit Pistons,Golden State Warriors,Away,20:30,110,115,L
1886,2025-03-08,Golden State Warriors,Detroit Pistons,Home,20:30,115,110,W
1887,2025-03-08,Houston Rockets,New Orleans Pelicans,Home,19:00,146,117,W
1888,2025-03-08,Indiana Pacers,Atlanta Hawks,Away,19:30,118,120,L
1889,2025-03-08,Los Angeles Lakers,Boston Celtics,Away,20:30,101,111,L
1890,2025-03-08,Miami Heat,Chicago Bulls,Home,20:00,109,114,L
1891,2025-03-08,Milwaukee Bucks,Orlando Magic,Home,20:00,109,111,L
1892,2025-03-08,New Orleans Pelicans,Houston Rockets,Away,19:00,117,146,L
1893,2025-03-08,Orlando Magic,Milwaukee Bucks,Away,20:00,111,109,W
1894,2025-03-08,Toronto Raptors,Washington Wizards,Home,19:30,117,118,L
1895,2025-03-08,Washington Wizards,Toronto Raptors,Away,19:30,118,117,W
1896,2025-03-09,Cleveland Cavaliers,Milwaukee Bucks,Away,20:00,112,100,W
1897,2025-03-09,Dallas Mavericks,Phoenix Suns,Home,15:30,116,125,L
1898,2025-03-09,Denver Nuggets,Oklahoma City Thunder,Away,13:00,103,127,L
1899,2025-03-09,Detroit Pistons,Portland Trail Blazers,Away,21:00,119,112,W
1900,2025-03-09,Los Angeles Clippers,Sacramento Kings,Home,21:30,111,110,W
1901,2025-03-09,Memphis Grizzlies,New Orleans Pelicans,Away,19:00,107,104,W
1902,2025-03-09,Milwaukee Bucks,Cleveland Cavaliers,Home,20:00,100,112,L
1903,2025-03-09,Minnesota Timberwolves,San Antonio Spurs,Home,20:00,141,124,W
1904,2025-03-09,New Orleans Pelicans,Memphis Grizzlies,Home,19:00,104,107,L
1905,2025-03-09,Oklahoma City Thunder,Denver Nuggets,Home,13:00,127,103,W
1906,2025-03-09,Philadelphia 76ers,Utah Jazz,Home,19:30,126,122,W
1907,2025-03-09,Phoenix Suns,Dallas Mavericks,Away,15:30,125,116,W
1908,2025-03-09,Portland Trail Blazers,Detroit Pistons,Home,21:00,112,119,L
1909,2025-03-09,Sacramento Kings,Los Angeles Clippers,Away,21:30,110,111,L
1910,2025-03-09,San Antonio Spurs,Minnesota Timberwolves,Away,20:00,124,141,L
1911,2025-03-09,Utah Jazz,Philadelphia 76ers,Away,19:30,122,126,L
1912,2025-03-10,Atlanta Hawks,Philadelphia 76ers,Home,19:30,132,123,W
1913,2025-03-10,Boston Celtics,Utah Jazz,Home,19:30,114,108,W
1914,2025-03-10,Brooklyn Nets,Los Angeles Lakers,Home,19:30,111,108,W
1915,2025-03-10,Charlotte Hornets,Miami Heat,Away,19:30,105,102,W
1916,2025-03-10,Chicago Bulls,Indiana Pacers,Home,20:00,121,103,W
1917,2025-03-10,Dallas Mavericks,San Antonio Spurs,Away,20:30,133,129,W
1918,2025-03-10,Denver Nuggets,Oklahoma City Thunder,Away,20:00,140,127,W
1919,2025-03-10,Golden State Warriors,Portland Trail Blazers,Home,22:00,130,120,W
1920,2025-03-10,Houston Rockets,Orlando Magic,Home,20:00,97,84,W
1921,2025-03-10,Indiana Pacers,Chicago Bulls,Away,20:00,103,121,L
1922,2025-03-10,Los Angeles Lakers,Brooklyn Nets,Away,19:30,108,111,L
1923,2025-03-10,Memphis Grizzlies,Phoenix Suns,Home,20:00,120,118,W
1924,2025-03-10,Miami Heat,Charlotte Hornets,Home,19:30,102,105,L
1925,2025-03-10,New York Knicks,Sacramento Kings,Away,22:30,133,104,W
1926,2025-03-10,Oklahoma City Thunder,Denver Nuggets,Home,20:00,127,140,L
1927,2025-03-10,Orlando Magic,Houston Rockets,Away,20:00,84,97,L
1928,2025-03-10,Philadelphia 76ers,Atlanta Hawks,Away,19:30,123,132,L
1929,2025-03-10,Phoenix Suns,Memphis Grizzlies,Away,20:00,118,120,L
1930,2025-03-10,Portland Trail Blazers,Golden State Warriors,Away,22:00,120,130,L
1931,2025-03-10,Sacramento Kings,New York Knicks,Home,22:30,104,133,L
1932,2025-03-10,San Antonio Spurs,Dallas Mavericks,Home,20:30,129,133,L
1933,2025-03-10,Toronto Raptors,Washington Wizards,Home,19:30,119,104,W
1934,2025-03-10,Utah Jazz,Boston Celtics,Away,19:30,108,114,L
1935,2025-03-10,Washington Wizards,Toronto Raptors,Away,19:30,104,119,L
1936,2025-03-11,Brooklyn Nets,Cleveland Cavaliers,Away,19:00,104,109,L
1937,2025-03-11,Cleveland Cavaliers,Brooklyn Nets,Home,19:00,109,104,W
1938,2025-03-11,Detroit Pistons,Washington Wizards,Home,19:00,123,103,W
1939,2025-03-11,Indiana Pacers,Milwaukee Bucks,Home,19:30,115,114,W
1940,2025-03-11,Los Angeles Clippers,New Orleans Pelicans,Away,20:00,120,127,L
1941,2025-03-11,Milwaukee Bucks,Indiana Pacers,Away,19:30,114,115,L
1942,2025-03-11,New Orleans Pelicans,Los Angeles Clippers,Home,20:00,127,120,W
1943,2025-03-11,Washington Wizards,Detroit Pistons,Away,19:00,103,123,L
1944,2025-03-12,Atlanta Hawks,Charlotte Hornets,Home,19:30,123,110,W
1945,2025-03-12,Boston Celtics,Oklahoma City Thunder,Home,19:30,112,118,L
